Year,Price,ConsumerRating,ConsumerReviews,SellerRating,SellerReviews,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,MinMPG,MaxMPG,Mileage
2019,38787,4.3,217,4.6,1108,2062,1,4.6,4.5,4.2,4.1,4.6,4.2,21,27,17223
2019,63999,4.7,55,4.8,315,93650,1,5.0,4.9,4.9,4.4,4.7,4.6,17,22,35402
2019,26481,4.8,204,4.7,662,89146,1,4.9,4.9,4.6,4.8,4.9,4.8,22,29,36111
2018,25990,4.8,770,4.4,117,89014,1,4.8,4.7,4.8,4.7,4.8,4.9,23,30,40082
2019,33730,4.6,33,4.7,1660,95129,1,4.6,4.5,4.6,4.5,4.7,4.7,23,31,15682
2021,85015,4.0,24,4.5,132,94560,2,4.3,4.5,4.2,3.4,4.7,3.5,14,19,24555
2020,99500,4.2,5,2.9,2,94710,2,4.2,4.0,4.8,3.8,4.2,4.4,99,93,30742
2021,71995,4.0,15,4.9,1121,94925,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,37212
2017,34500,4.7,261,4.7,881,85388,1,4.8,4.7,4.6,4.5,4.7,4.8,20,27,53895
2017,43000,4.4,20,4.9,11513,85257,2,4.6,4.3,4.6,4.0,4.6,4.3,14,19,82652
2019,32199,4.8,224,4.3,900,85260,0,4.9,4.9,4.8,4.6,4.9,4.8,19,26,38687
2017,68995,4.7,31,4.3,1366,85260,0,4.5,4.8,4.8,4.5,4.9,4.7,15,23,12555
2013,32457,4.7,12,4.6,893,85286,1,4.8,4.8,4.8,4.0,4.8,4.4,18,26,86927
2018,27179,4.8,343,4.8,723,97027,1,4.8,4.8,4.6,4.8,4.9,4.9,27,33,41192
2021,72998,4.0,15,3.4,35,80121,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,12690
2021,73000,4.3,2,4.5,54,80514,1,4.5,4.0,4.5,3.5,4.5,4.5,13,19,14076
2019,39998,4.7,99,3.4,8,80538,2,4.7,4.7,4.8,4.3,4.8,4.6,22,29,31351
2020,69999,3.7,10,4.6,961,98057,1,3.9,3.8,4.1,3.3,3.8,4.0,116,106,19795
2019,46962,4.7,69,4.7,1678,78209,2,4.9,4.7,4.8,4.6,4.8,4.6,21,29,22127
2018,26642,4.7,75,3.7,61,76137,2,4.7,4.7,4.6,4.6,4.8,4.8,17,23,98922
2021,38461,4.9,109,4.9,57,78641,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,19923
2020,27793,4.8,133,3.7,3,76021,1,4.9,4.7,4.7,4.6,4.8,4.8,26,33,45100
2019,31250,4.7,70,4.9,1663,75067,1,4.8,4.8,4.7,4.6,4.9,4.8,20,27,34801
2021,52124,4.9,42,4.3,1363,75234,1,5.0,4.9,4.8,4.9,4.9,4.9,16,19,31589
2019,32985,4.5,36,4.8,1165,75093,1,4.6,4.7,4.4,4.3,4.7,4.3,24,35,30150
2021,42000,4.9,93,4.7,373,75252,1,4.9,4.8,4.8,4.8,4.8,4.9,21,29,34206
2019,42195,4.6,121,4.5,309,75243,1,4.7,4.6,4.6,4.4,4.7,4.6,22,31,35760
2020,55500,4.9,27,4.6,1585,75150,1,5.0,4.9,4.9,4.6,4.9,4.8,17,22,18443
2019,27612,4.8,110,4.7,537,78416,0,4.8,4.8,4.8,4.7,4.9,4.8,17,24,45000
2018,23200,4.7,415,3.9,93,66204,1,4.7,4.7,4.6,4.6,4.8,4.7,25,32,80253
2011,9995,4.4,95,3.7,44,77469,2,4.6,4.5,4.3,4.2,4.7,4.3,17,27,115426
2018,30492,4.8,232,4.7,106,56201,1,4.9,4.8,4.8,4.6,4.8,4.8,20,27,36890
2017,29998,4.6,198,4.6,656,55426,1,4.7,4.7,4.6,4.4,4.8,4.6,18,26,54299
2019,29588,4.8,540,4.6,2737,55448,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,35335
2019,31993,4.7,262,4.5,44,54701,1,4.8,4.7,4.7,4.7,4.7,4.7,25,32,50869
2019,35963,4.8,224,4.7,38,60050,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,36268
2019,34999,4.5,36,4.7,1113,60169,0,4.6,4.7,4.4,4.3,4.7,4.3,24,34,21630
2019,29995,4.8,223,4.6,1002,60126,0,4.9,4.8,4.7,4.7,4.7,4.8,18,26,29285
2018,54857,4.6,32,4.3,635,60046,1,4.6,4.8,4.6,4.4,4.9,4.6,18,27,31187
2019,38787,4.6,94,5.0,40,60525,1,4.8,4.7,4.6,4.4,4.7,4.5,18,25,30459
2019,70000,4.8,27,4.1,134,60712,2,4.9,4.8,4.8,4.6,5.0,4.9,17,22,16322
2019,28488,4.6,444,4.0,645,60712,0,4.6,4.6,4.4,4.4,4.7,4.6,25,33,15351
2019,34920,4.6,56,4.7,74,37067,1,4.8,4.6,4.5,4.5,4.7,4.6,19,26,70404
2012,31898,4.9,11,4.4,773,46123,2,5.0,4.9,4.9,4.5,4.9,5.0,13,18,55925
2020,44998,4.8,211,2.7,5,37129,1,4.9,4.9,4.8,4.7,4.9,4.9,20,26,16840
2020,43548,4.8,211,4.8,934,35216,1,4.9,4.9,4.8,4.7,4.9,4.9,19,24,67978
2020,71995,3.7,10,4.8,863,46240,1,3.9,3.8,4.1,3.3,3.8,4.0,127,114,19531
2020,53995,4.8,39,4.1,33,42701,1,4.9,4.8,4.8,4.7,4.9,4.8,20,25,12920
2019,27987,4.7,182,4.8,1285,46140,0,4.7,4.6,4.6,4.6,4.8,4.7,24,29,16568
2021,41439,5.0,11,5.0,2,37416,0,5.0,5.0,5.0,5.0,5.0,5.0,22,32,29683
2018,34834,4.8,395,4.2,106,45415,1,4.9,4.8,4.8,4.6,4.9,4.7,18,25,55770
2021,90989,4.9,3,4.9,383,37922,1,4.7,5.0,5.0,4.7,4.7,5.0,17,22,17377
2019,28969,4.8,540,4.6,39,29607,1,4.8,4.8,4.7,4.7,4.8,4.8,28,34,34449
2020,44500,4.9,50,4.8,1113,28602,1,4.9,4.9,4.9,4.8,4.8,4.9,20,27,25627
2021,48500,4.7,58,4.8,2616,28031,1,4.7,4.7,4.7,4.5,4.7,4.7,18,25,18183
2019,32437,4.1,17,4.8,715,28212,1,3.9,4.0,4.1,3.9,4.5,4.3,24,32,19119
2020,23900,4.7,76,4.5,447,32244,0,4.8,4.7,4.7,4.6,4.8,4.7,19,26,49423
2020,52227,4.3,75,4.4,343,34285,1,4.6,4.6,4.0,3.9,4.6,4.1,19,26,39140
2018,32703,4.7,83,4.5,162,29407,1,4.8,4.7,4.7,4.7,4.8,4.8,20,32,33613
2020,31998,4.9,140,2.2,25,32822,1,4.9,4.9,4.8,4.8,4.9,4.9,25,31,14209
2020,24245,4.7,59,4.9,246,33907,0,4.8,4.8,4.6,4.7,4.8,4.8,22,29,47162
2020,48998,4.8,150,2.9,22,20165,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,16302
2019,56495,5.0,10,4.6,353,22401,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,38518
2018,37906,4.8,66,4.8,1782,20166,2,4.8,4.9,4.9,4.5,4.9,4.8,18,24,73009
2017,71888,4.8,38,4.7,148,22031,1,4.9,4.8,4.9,4.6,4.9,4.7,14,19,35809
2019,39588,4.3,217,3.7,11,20855,1,4.6,4.5,4.2,4.1,4.6,4.2,21,27,13120
2019,83993,4.7,11,4.6,1611,20852,1,4.7,4.9,4.7,4.3,4.9,4.6,17,22,37352
2018,29590,4.8,79,4.4,734,22304,2,4.7,4.7,4.8,4.6,4.8,4.8,22,31,38749
2019,56526,4.7,55,4.4,734,22304,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,32377
2020,53900,4.8,35,4.2,417,21228,2,4.9,4.9,4.7,4.7,4.9,4.7,21,28,63401
2020,35998,4.8,38,3.0,4,33426,1,4.8,4.8,4.8,4.7,4.8,4.9,22,28,33757
2020,22959,4.7,233,4.7,722,33172,1,4.7,4.7,4.7,4.7,4.8,4.8,30,38,14307
2019,32998,4.2,107,4.4,2530,33126,1,4.5,4.5,4.0,3.8,4.7,3.8,24,30,33717
2020,37599,4.8,73,4.9,3815,33169,1,4.9,4.8,4.9,4.7,4.9,4.8,20,24,36126
2019,36395,4.2,107,4.7,2445,33156,1,4.5,4.5,4.0,3.8,4.7,3.8,24,30,18431
2021,43634,4.6,16,4.7,163,33181,1,4.6,4.4,4.7,4.2,4.5,4.7,23,28,11141
2021,38699,5.0,3,4.7,91,18702,0,5.0,5.0,5.0,4.7,5.0,5.0,23,31,15498
2020,58193,4.7,53,4.9,3037,23462,2,4.8,4.8,4.8,4.4,4.7,4.7,20,26,35358
2017,28994,4.8,334,4.8,980,18109,0,4.8,4.8,4.7,4.6,4.8,4.8,18,25,39532
2020,56443,4.7,53,4.9,3441,19333,1,4.8,4.8,4.8,4.4,4.7,4.7,20,26,37798
2019,25245,4.6,90,4.9,495,8094,2,4.7,4.6,4.4,4.5,4.6,4.6,28,38,11486
2021,44995,4.7,21,4.8,1475,8648,1,4.8,4.8,4.7,4.5,4.8,4.6,22,30,15263
2020,41100,4.9,50,4.8,2791,7631,1,4.9,4.9,4.9,4.8,4.8,4.9,19,26,36421
2019,39488,4.7,87,4.8,472,12047,1,4.9,4.8,4.6,4.5,4.9,4.7,24,30,16000
2014,9599,4.5,42,4.8,472,11693,0,4.4,4.5,4.4,4.4,4.8,4.4,24,33,129720
2015,22499,4.8,276,4.8,154,11423,0,4.6,4.7,4.8,4.7,4.9,4.7,15,25,74639
2019,31990,4.7,17,4.7,1099,11021,1,4.8,4.6,4.8,4.7,4.8,4.6,22,31,34843
2020,47092,4.6,51,4.8,703,11021,0,4.6,4.5,4.6,4.5,4.7,4.5,17,24,36627
2019,33499,4.7,279,4.6,85,12901,1,4.8,4.7,4.6,4.7,4.7,4.8,26,33,15767
2019,32477,4.8,540,4.7,4705,11550,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,19624
2016,25856,4.6,17,3.4,237,11791,0,4.5,4.6,4.8,4.3,4.7,4.6,22,33,50986
2019,37490,4.6,72,4.9,94,1020,0,4.8,4.8,4.6,4.5,4.7,4.6,22,27,38634
2020,49900,4.1,16,4.8,992,2062,1,4.6,4.5,3.7,3.7,4.7,3.5,20,27,19268
2021,36795,4.8,81,4.6,817,1832,0,4.9,4.8,4.7,4.7,4.8,4.8,23,30,15009
2019,38921,4.8,224,4.7,1231,1940,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,18658
2021,46877,4.9,46,5.0,5,2050,1,4.9,5.0,4.9,4.6,4.9,4.8,17,23,10575
2020,27431,4.7,76,1.7,13,90703,1,4.8,4.7,4.7,4.6,4.8,4.7,19,26,49148
2015,19999,4.7,107,4.7,1557,90755,0,4.7,4.7,4.8,4.5,4.8,4.6,23,35,35876
2020,70814,3.7,10,2.7,9,95304,1,3.9,3.8,4.1,3.3,3.8,4.0,116,106,12182
2019,47496,5.0,10,4.7,923,94002,1,5.0,5.0,5.0,4.7,5.0,4.9,16,22,47019
2019,55332,4.7,55,4.5,517,85054,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,47289
2021,56975,4.8,92,4.8,1105,85284,1,4.9,4.9,4.8,4.6,4.9,4.8,15,21,18469
2019,36998,4.9,30,4.4,133,85202,2,4.9,4.9,5.0,4.6,4.9,4.9,26,36,34556
2019,64500,4.8,11,2.9,17,84057,1,4.6,4.7,4.8,4.5,5.0,4.9,17,26,19053
2020,38749,4.7,123,3.0,2,84115,0,4.7,4.7,4.6,4.7,4.9,4.8,18,22,48416
2013,17124,4.2,82,4.7,168,80033,2,4.5,4.4,4.3,3.8,4.5,3.8,21,28,81300
2017,24998,4.8,367,4.6,742,99212,1,4.8,4.7,4.7,4.7,4.7,4.8,25,32,86267
2018,29992,4.7,23,4.5,742,98005,1,4.7,4.7,4.7,4.4,4.8,4.9,22,31,68405
2018,25793,4.8,770,4.5,742,98005,0,4.8,4.7,4.8,4.7,4.8,4.9,23,30,44701
2020,46477,4.9,16,4.7,787,98125,1,5.0,4.9,5.0,4.7,4.9,4.9,15,21,67584
2020,29995,4.7,76,4.6,780,67207,1,4.8,4.7,4.7,4.6,4.8,4.7,19,26,31153
2021,47941,4.9,32,4.7,61,78249,1,4.9,4.8,4.8,4.8,4.9,4.9,13,17,16258
2021,37674,4.9,109,4.9,57,78641,1,5.0,4.9,4.8,4.8,4.9,4.9,28,34,16993
2020,32000,4.7,166,3.8,196,76051,0,4.8,4.8,4.7,4.6,4.8,4.8,27,35,16011
2016,23165,4.8,61,4.7,1358,76017,2,4.8,4.7,4.9,4.6,4.8,4.8,20,29,82103
2021,34880,4.7,94,4.7,8388,76018,2,4.9,4.8,4.6,4.6,4.9,4.6,26,34,11766
2016,22980,4.7,135,4.5,210,76258,1,4.8,4.7,4.7,4.5,4.7,4.6,18,25,84046
2020,34239,4.8,39,4.8,4307,75052,1,4.9,4.7,4.7,4.6,4.8,4.9,19,26,49938
2020,37777,4.8,39,4.5,318,75078,1,4.9,4.7,4.7,4.6,4.8,4.9,20,27,37321
2021,35525,4.7,94,4.9,4686,75244,2,4.9,4.8,4.6,4.6,4.9,4.6,26,34,13424
2017,42998,4.7,59,1.0,1,75070,1,4.6,4.5,4.9,4.5,4.9,4.6,18,23,39261
2018,41900,4.6,36,4.3,812,75069,1,4.8,4.5,4.5,4.5,4.6,4.9,15,18,39637
2019,28901,4.7,255,4.3,812,75069,1,4.8,4.8,4.6,4.6,4.8,4.7,26,33,20371
2021,31795,4.8,84,4.7,1,77802,0,4.8,4.8,4.8,4.7,4.8,4.8,25,31,35482
2018,39103,4.9,44,2.3,18,78934,1,4.9,4.9,4.9,4.6,4.9,4.9,15,22,84466
2010,6998,4.6,120,4.3,67,66203,1,4.4,4.5,4.5,4.7,4.6,4.8,24,33,135380
2021,70619,4.0,15,4.7,114,64081,1,4.1,4.2,4.3,3.7,4.2,3.8,131,117,27599
2017,25999,4.8,51,4.7,564,77094,0,4.9,4.6,4.8,4.6,4.7,4.8,15,20,92759
2017,14900,4.8,593,4.5,8,77091,1,4.8,4.8,4.8,4.8,4.8,4.9,29,38,55089
2014,17191,4.8,176,4.2,909,77093,2,4.9,4.8,4.8,4.6,4.9,4.8,21,30,104906
2017,37795,4.9,37,4.8,3438,60540,0,5.0,4.9,4.9,4.7,5.0,4.8,19,22,72706
2020,22885,4.7,67,4.8,44,39576,1,4.7,4.7,4.6,4.8,4.8,4.8,25,32,48141
2016,35575,4.5,161,3.9,63,60195,0,4.3,4.5,4.5,4.3,4.7,4.7,16,21,47971
2019,56983,4.0,8,4.5,611,60467,1,4.0,4.5,3.5,3.6,4.8,3.5,18,24,27579
2019,27940,4.8,230,4.6,818,53224,1,4.8,4.8,4.8,4.8,4.9,4.8,25,31,15100
2019,36999,4.3,217,4.6,682,60025,1,4.6,4.5,4.2,4.1,4.6,4.2,22,28,20083
2019,41395,4.3,217,4.3,360,60642,1,4.6,4.5,4.2,4.1,4.6,4.2,21,26,32335
2018,27421,4.7,415,4.2,380,60642,1,4.7,4.7,4.6,4.6,4.8,4.7,25,32,26813
2018,27293,4.7,445,4.5,1360,47905,0,4.8,4.7,4.6,4.7,4.7,4.8,25,32,65908
2018,35610,4.8,265,4.7,1478,37129,1,4.9,4.8,4.8,4.7,4.9,4.8,19,27,38176
2020,50840,4.8,211,4.7,461,35216,1,4.9,4.9,4.8,4.7,4.9,4.9,20,26,33014
2007,8000,4.6,61,4.8,929,46902,0,4.8,4.6,4.6,4.5,4.5,4.4,17,25,69750
2019,28946,4.8,540,4.9,5441,40299,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,37513
2020,29461,4.9,76,4.6,242,40065,1,4.9,4.8,4.9,4.7,4.9,4.8,20,28,48158
2019,34993,4.8,223,4.9,4171,37353,0,4.9,4.8,4.7,4.7,4.7,4.8,18,26,37715
2017,30489,4.8,206,4.1,814,45249,2,4.9,4.8,4.8,4.6,4.8,4.8,21,28,36675
2019,38240,4.2,107,4.1,751,30144,1,4.5,4.5,4.0,3.8,4.7,3.8,24,30,28086
2021,91661,4.9,3,4.9,383,37922,1,4.7,5.0,5.0,4.7,4.7,5.0,17,22,12357
2019,64000,5.0,10,4.6,98,30084,2,5.0,5.0,5.0,4.8,5.0,5.0,17,22,56712
2020,45001,4.9,16,4.6,29,30087,0,5.0,4.9,5.0,4.7,4.9,4.9,15,21,59229
2019,34999,4.6,63,4.9,6307,48390,1,4.7,4.7,4.5,4.4,4.7,4.6,18,26,33687
2020,52484,4.9,16,4.6,3017,30519,0,5.0,4.9,5.0,4.7,4.9,4.9,15,22,36309
2019,64999,4.8,10,4.8,662,48312,1,4.7,4.8,5.0,4.7,4.9,4.9,16,21,39413
2019,36974,4.8,40,3.6,7,41143,1,4.8,4.8,4.8,4.5,4.8,4.7,22,33,47832
2019,38987,4.8,425,1.0,6,43452,1,4.9,4.8,4.8,4.6,4.8,4.7,18,23,41434
2019,47725,4.8,102,4.9,1070,31210,1,4.8,4.8,4.8,4.6,4.9,4.8,20,28,14183
2019,32708,4.8,230,4.0,382,28806,1,4.8,4.8,4.8,4.8,4.9,4.8,25,31,13456
2019,42739,4.7,24,4.6,39,29607,1,4.8,4.6,4.6,4.5,4.6,4.8,15,18,39765
2020,37923,4.7,215,4.7,212,29302,0,4.9,4.7,4.6,4.7,4.8,4.7,23,30,35180
2013,8000,3.7,315,4.7,212,28173,0,3.9,4.0,3.3,3.5,4.3,3.3,26,36,100000
2018,52180,4.9,16,4.6,267,29927,2,4.6,4.8,5.0,4.7,4.9,5.0,18,26,33546
2018,41492,4.8,146,4.8,386,29927,1,4.9,4.8,4.9,4.5,4.9,4.8,14,22,59636
2020,18500,4.7,233,4.8,1047,32225,0,4.7,4.7,4.7,4.7,4.8,4.8,30,38,28033
2021,37048,4.8,92,4.7,548,33612,1,4.9,4.9,4.8,4.6,4.9,4.8,20,25,13192
2019,36989,4.9,82,1.3,4,27455,1,5.0,4.9,4.9,4.8,4.9,4.9,20,27,30631
2020,37890,4.1,32,4.6,1458,34233,1,4.6,4.7,4.1,4.0,4.5,3.3,23,30,26816
2019,33422,4.9,96,4.7,537,29406,2,5.0,4.9,4.8,4.8,4.9,4.8,20,28,70120
2018,39984,4.6,208,4.5,1057,32771,1,4.6,4.7,4.7,4.3,4.9,4.6,17,23,60208
2019,34239,5.0,52,4.8,507,32807,1,5.0,4.9,4.9,5.0,5.0,4.9,22,28,25136
2019,43595,4.9,17,4.8,568,20879,1,4.9,4.9,5.0,4.6,5.0,4.8,21,29,36464
2019,59590,4.7,55,4.4,734,22304,2,5.0,4.9,4.9,4.4,4.7,4.6,20,26,14625
2018,39881,4.8,66,4.6,586,20814,1,4.8,4.9,4.9,4.7,4.9,4.8,22,30,18754
2019,40800,4.8,224,4.8,137,22485,1,4.9,4.9,4.8,4.6,4.9,4.8,18,25,58579
2020,45997,4.3,151,4.7,2249,21029,1,4.6,4.6,4.3,4.1,4.5,4.1,19,26,20418
2019,32002,4.8,540,4.2,420,20716,2,4.8,4.8,4.7,4.7,4.8,4.8,27,33,11190
2019,36988,4.8,224,4.3,390,21030,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,30415
2021,44995,4.8,63,4.0,171,21047,1,4.9,4.7,4.8,4.7,4.7,4.8,19,26,11037
2019,49995,4.8,126,4.9,741,17543,2,4.9,4.7,4.9,4.7,4.9,4.9,13,17,34760
2019,24989,4.6,568,4.4,1772,33021,0,4.8,4.7,4.5,4.5,4.7,4.6,22,31,33148
2020,36995,4.8,150,4.6,2094,23320,0,4.9,4.8,4.8,4.7,4.9,4.8,18,25,18989
2020,35500,4.9,51,4.8,7350,8857,0,5.0,4.9,4.9,4.7,4.9,4.9,24,29,52765
2003,22999,4.4,43,4.5,48,10310,0,4.6,4.5,4.6,4.0,4.8,3.8,15,22,21725
2020,39937,4.9,112,4.9,3214,8753,1,4.8,4.9,4.9,4.7,4.9,4.8,17,25,10801
2019,28838,4.7,205,4.8,562,6902,0,4.7,4.7,4.6,4.7,4.8,4.8,27,33,32767
2021,87895,4.9,2,4.1,32,6795,2,5.0,5.0,5.0,4.0,5.0,5.0,18,25,6256
2020,45490,4.8,35,4.9,94,1020,1,4.9,4.9,4.7,4.7,4.9,4.7,21,28,12281
2017,25964,4.8,803,4.9,638,6042,1,4.8,4.8,4.7,4.7,4.8,4.8,27,33,67411
2019,55989,5.0,10,4.5,577,3103,0,5.0,5.0,5.0,4.7,5.0,4.9,16,22,35623
2019,32480,4.7,86,4.5,2307,2760,1,4.9,4.8,4.7,4.6,4.8,4.6,19,28,25569
2020,47900,4.8,150,4.5,2420,2062,2,4.9,4.8,4.8,4.7,4.9,4.8,18,25,15277
2017,41595,4.7,72,4.5,954,90505,1,4.9,4.8,4.7,4.4,4.7,4.6,19,25,21907
2018,29750,4.8,66,4.7,2246,90703,0,4.8,4.9,4.9,4.7,4.9,4.8,24,33,45156
2020,56995,4.9,22,4.6,582,92408,1,5.0,4.9,4.9,4.8,5.0,5.0,15,19,19030
2019,33769,4.8,40,4.0,59,94080,0,4.8,4.8,4.8,4.5,4.8,4.7,23,34,19956
2019,33900,4.6,33,4.9,3807,94901,1,4.6,4.5,4.6,4.5,4.7,4.7,23,31,11731
2019,22287,4.8,149,4.0,116,85023,1,4.8,4.9,4.7,4.7,4.9,4.8,24,33,40938
2019,46250,4.8,189,4.8,715,85297,0,4.8,4.7,4.8,4.7,4.8,4.9,17,20,15502
2021,35450,4.8,81,4.7,211,98409,0,4.9,4.8,4.7,4.7,4.8,4.8,26,33,17043
2016,44457,4.8,108,4.6,742,99212,1,4.8,4.6,4.9,4.7,4.8,5.0,13,17,52042
2019,35495,4.8,40,4.5,742,98005,1,4.8,4.8,4.8,4.5,4.8,4.7,22,33,31934
2018,41962,4.8,117,4.7,1678,78209,2,4.9,4.9,4.8,4.6,4.9,4.8,21,27,34220
2019,44968,4.9,82,4.7,1678,78209,1,5.0,4.9,4.9,4.8,4.9,4.9,19,27,25450
2019,44961,4.7,69,4.7,1678,78209,1,4.9,4.7,4.8,4.6,4.8,4.6,21,29,32930
2020,51994,4.9,112,4.6,837,76180,2,4.8,4.9,4.9,4.7,4.9,4.8,17,25,32801
2014,20902,4.8,176,4.7,1455,76011,1,4.9,4.8,4.8,4.6,4.9,4.8,21,29,76861
2021,39999,4.8,63,4.0,856,75062,0,4.9,4.7,4.8,4.7,4.7,4.8,20,27,14116
2019,35998,4.8,224,3.4,12,75062,0,4.9,4.9,4.8,4.6,4.9,4.8,18,25,34550
2020,17450,5.0,6,4.8,2054,75209,1,4.8,5.0,5.0,5.0,5.0,5.0,35,41,30912
2018,46997,4.6,36,4.2,89,75209,1,4.8,4.5,4.5,4.5,4.6,4.9,15,18,37345
2019,47880,4.9,3,4.3,1341,75093,1,5.0,4.7,5.0,4.7,5.0,5.0,16,24,38773
2017,27900,4.8,591,4.8,2589,68022,1,4.8,4.7,4.7,4.7,4.8,4.9,23,30,14781
2019,26995,4.7,256,4.7,206,57105,1,4.8,4.8,4.7,4.7,4.8,4.8,22,29,33563
2020,41250,4.8,211,3.7,6,75703,1,4.9,4.9,4.8,4.7,4.9,4.9,19,24,67475
2021,43425,4.7,29,4.6,1139,66202,0,4.8,4.7,4.8,4.5,4.8,4.6,23,29,16466
2018,26495,4.7,78,5.0,2,77036,1,4.7,4.6,4.7,4.5,4.7,4.8,20,29,86963
2018,24000,4.7,78,4.6,338,77511,0,4.7,4.6,4.7,4.5,4.7,4.8,19,27,54209
2020,55771,4.9,22,4.8,1906,50325,1,5.0,4.9,4.9,4.8,5.0,5.0,15,19,38734
2021,82998,4.0,24,4.6,159,55362,2,4.3,4.5,4.2,3.4,4.7,3.5,14,19,28150
2020,45887,4.9,51,4.2,301,63141,1,5.0,4.9,4.9,4.7,4.9,4.9,24,29,21228
2019,48056,4.8,126,4.4,295,38016,1,4.9,4.7,4.9,4.7,4.9,4.9,13,17,31103
2021,38995,4.9,19,4.5,71,61615,1,4.9,4.9,4.9,4.8,4.8,4.9,24,33,19000
2020,45000,4.9,46,4.6,1151,53901,1,5.0,4.8,4.9,4.8,4.9,4.8,14,22,49582
2018,33995,4.9,56,4.8,992,60540,1,4.9,4.9,4.8,4.8,4.9,5.0,21,30,28847
2020,17549,4.8,134,3.6,77,60185,0,4.8,4.7,4.7,4.7,4.8,4.8,30,40,48001
2018,37900,4.8,66,4.4,2346,60173,1,4.8,4.9,4.9,4.5,4.9,4.8,18,24,45763
2020,66377,4.9,22,4.8,1919,60559,2,5.0,4.9,4.9,4.8,5.0,5.0,15,19,34020
2019,44639,4.8,102,4.8,813,60462,0,4.8,4.8,4.8,4.6,4.9,4.8,19,26,17127
2018,28995,4.8,79,4.8,1137,60443,2,4.7,4.7,4.8,4.6,4.8,4.8,22,31,61612
2019,42995,4.9,8,4.8,1991,60044,1,4.9,4.8,5.0,4.9,5.0,5.0,22,32,33135
2013,19461,4.6,59,3.5,13,60076,2,4.7,4.7,4.5,4.4,4.8,4.5,22,33,26464
2011,7999,4.5,81,4.4,66,53110,0,4.4,4.3,4.6,4.5,4.6,4.6,22,29,116017
2018,23147,4.7,415,4.2,380,60642,1,4.7,4.7,4.6,4.6,4.8,4.7,25,32,56517
2020,25671,4.9,169,4.5,216,47403,1,4.8,4.8,4.9,4.8,4.9,4.9,30,38,32758
2020,43999,4.8,83,4.9,510,35816,1,4.8,4.8,4.8,4.7,4.9,4.8,20,26,20335
2020,26739,4.9,76,5.0,2,37416,0,4.9,4.8,4.9,4.7,4.9,4.8,20,28,48544
2019,40998,4.6,63,2.1,4,45240,1,4.7,4.7,4.5,4.4,4.7,4.6,17,25,27649
2019,38998,4.8,425,4.6,161,43543,1,4.9,4.8,4.8,4.6,4.8,4.7,18,23,54983
2019,38481,4.6,121,4.5,601,30076,1,4.7,4.6,4.6,4.4,4.7,4.6,22,31,57521
2019,38000,4.8,425,4.8,527,43615,1,4.9,4.8,4.8,4.6,4.8,4.7,18,23,70841
2019,38004,4.8,425,4.6,1605,43560,0,4.9,4.8,4.8,4.6,4.8,4.7,18,23,35250
2020,45995,4.8,30,4.8,1522,30341,1,4.8,4.7,4.9,4.7,4.8,4.7,22,28,41412
2020,37450,4.8,150,4.9,169,48183,1,4.9,4.8,4.8,4.7,4.9,4.8,18,25,35606
2020,36600,4.9,112,4.8,261,43123,1,4.8,4.9,4.9,4.7,4.9,4.8,18,27,34820
2019,59900,4.5,2,4.5,119,43230,2,5.0,4.0,4.5,4.0,4.0,4.5,20,29,35631
2021,34302,4.7,94,4.7,6018,43125,2,4.9,4.8,4.6,4.6,4.9,4.6,25,32,14807
2019,29995,4.8,50,4.3,193,48095,0,4.9,4.8,4.7,4.7,4.7,4.8,16,22,46386
2019,34299,4.8,40,4.6,39,29607,1,4.8,4.8,4.8,4.5,4.8,4.7,22,33,35935
2019,56999,4.8,40,4.8,410,25301,2,4.8,4.8,4.8,4.5,4.8,4.7,21,29,14716
2019,21700,4.3,151,4.8,666,44303,1,4.4,4.3,4.2,4.2,4.5,4.4,26,31,21964
2019,40330,4.7,44,4.5,602,33544,0,4.8,4.6,4.8,4.5,4.8,4.6,19,25,57891
2019,29249,4.8,540,1.3,4,27455,1,4.8,4.8,4.7,4.7,4.8,4.8,28,34,35398
2021,40018,4.8,63,4.9,12775,33619,1,4.9,4.7,4.8,4.7,4.7,4.8,19,26,16248
2020,41711,4.8,76,4.5,902,34285,1,4.9,4.8,4.8,4.7,4.8,4.9,20,27,36612
2019,34980,5.0,52,4.8,2091,32750,0,5.0,4.9,4.9,5.0,5.0,4.9,22,28,32459
2019,35213,4.7,102,4.7,996,32124,1,4.8,4.7,4.7,4.6,4.7,4.8,20,25,41260
